"Data.Number Plate","Data.State","Data.Car.Make","Data.Car.Style","Data.Car.Color","Data.Location","Data.Violation","Data.Fine","Date.Year","Date.Month","Date.Day","Date.Time.Hour","Date.Time.Minute"
"JWR6791","VA","Kia"," ","White","MAJOR AVENUE","FIRE HYDRANT C","170.0","2019","11","1","10","11"
"46147V","VA","Dodge","Four Door","Blue","FLOWERFIELD ROAD","FIRE HYDRANT C","170.0","2019","11","12","1","11"
"VYR3268","VA","Nissan","Four Door"," ","MARINER STREET","FIRE HYDRANT C","170.0","2021","4","1","12","4"
"UJV1673","VA","Chevrolet","Sedan","Silver","MONTICELLO AVENUE","FIRE HYDRANT C","170.0","2021","4","15","14","4"
"UYD1132","VA","Chevrolet","Sports Utility Veh","Gray","E MAIN STREET","METER EXPIRED C","170.0","2018","9","7","12","9"
"BNRL67","FL","Hyundai","Four Door","Red","GRANBY STREET","METER EXPIRED C","170.0","2018","9","20","11","9"
"AQWP18","FL","Dodge","Four Door","Silver","ATLANTIC STREET","METER EXPIRED C","170.0","2018","9","21","14","9"
"762FMJ","NM","Ford","Four Door","Black","WATERSIDE DRIVE","METER EXPIRED C","170.0","2018","9","24","14","9"
"UZM6236","VA","Nissan","Sports Utility Veh","Black","E MAIN STREET","METER EXPIRED C","170.0","2018","10","4","15","10"
"UWZ5211","VA","Oldsmobile","Four Door","Green","E MAIN STREET","METER EXPIRED C","170.0","2018","10","5","13","10"
"VJH8790","VA","Kia","Four Door","Black","E PLUME STREET","METER EXPIRED C","170.0","2018","10","15","15","10"
"53770B","VA","Infiniti","Two Door","Black","43RD STREET","METER EXPIRED C","170.0","2018","10","16","10","10"
"UWG3788","VA","Chevrolet","Four Door","Red","W MAIN STREET","METER EXPIRED C","170.0","2018","10","17","14","10"
"UWV2192","VA","Chevrolet","Two Door","Burgundy","GRANBY STREET","METER EXPIRED C","170.0","2018","10","18","16","10"
"XBH6360","VA","Jeep","Sports Utility Veh","Black","GRANBY STREET","METER EXPIRED C","170.0","2018","10","19","11","10"
"VWW3276","VA","Mazda","Four Door","Gray","E MAIN STREET","METER EXPIRED C","170.0","2018","10","23","11","10"
"VXS2591","VA","Lexus","Four Door","Burgundy","MONARCH WAY","METER EXPIRED C","170.0","2018","10","25","13","10"
"JESS88","VA","Honda","Four Door","Gray","GRANBY STREET","METER EXPIRED C","170.0","2018","10","29","17","10"
"VME2430","VA","Nissan","Four Door","Beige","E MAIN STREET","METER EXPIRED C","170.0","2018","10","30","13","10"
"AET6154","VA","Ford","Sports Utility Veh","Green","E MAIN STREET","METER EXPIRED C","170.0","2018","11","8","9","11"
"VPH3615","VA","Chevrolet","Four Door","Gray","E FREEMASON STREET","METER EXPIRED C","170.0","2018","11","8","12","11"
"VPD7606","VA","Hyundai","Four Door","Burgundy","E MAIN STREET","METER EXPIRED C","170.0","2018","11","9","11","11"
"4176UL","VA","Subaru","Four Door","Silver","GRANBY STREET","METER EXPIRED C","170.0","2018","11","9","16","11"
"16330C","VA","BMW","Four Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2018","11","14","9","11"
"VYL3711","VA","Lexus","Four Door","Black","E MAIN STREET","METER EXPIRED C","170.0","2018","11","16","9","11"
"VXE2876","VA","Lexus","Sports Utility Veh","Blue","COMMERCIAL PLACE","METER EXPIRED C","170.0","2018","11","26","12","11"
"XAE3481","VA","Hyundai","Two Door","Yellow","E MAIN STREET","METER EXPIRED C","170.0","2018","12","7","10","12"
"78057C","VA","Honda","Four Door","Black","E PLUME STREET","METER EXPIRED C","170.0","2018","12","13","10","12"
"VTP3000","VA","Ford","Hatchback","Gray","GRANBY STREET","METER EXPIRED C","170.0","2018","12","19","11","12"
"VXW1314","VA","Ford","Four Door","Gold","E MAIN STREET","METER EXPIRED C","170.0","2019","1","14","9","1"
"VNE5397","VA","Hyundai","Four Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","1","14","14","1"
"VXL4194","VA","Kia","Four Door","Gray","E MAIN STREET","METER EXPIRED C","170.0","2019","1","30","9","1"
"VYV7479","VA","Honda","Four Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","2","1","12","2"
"UTN4787","VA","Ford","Four Door","Black","E MAIN STREET","METER EXPIRED C","170.0","2019","2","4","14","2"
"VRS5951","VA","Chevrolet","Four Door","Gray","E MAIN STREET","METER EXPIRED C","170.0","2019","2","12","14","2"
"VKK2565","VA","Toyota","Four Door","Tan","GRANBY STREET","METER EXPIRED C","170.0","2019","3","13","12","3"
"UXT5287","VA","Hyundai","Four Door","White","COMMERCIAL PLACE","METER EXPIRED C","170.0","2019","3","15","10","3"
"UTN1040","VA","Honda","Four Door","Black","W 45TH STREET","METER EXPIRED C","170.0","2019","3","18","11","3"
"WYL7257","VA","General Motors","Sports Utility Veh","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","3","20","15","3"
"UWG3127","VA","Nissan","Four Door","Black","W BUTE STREET","METER EXPIRED C","170.0","2019","3","27","13","3"
"UZB9544","VA","Ford","Two Door","Black","EDUCATION LOT","METER EXPIRED C","170.0","2019","4","2","11","4"
"49956G","VA","Mercedes-Benz","Four Door","Silver","GRANBY STREET","METER EXPIRED C","170.0","2019","4","9","13","4"
"UXA7442","VA","Volvo","Station Wagon","Silver","E PLUME STREET","METER EXPIRED C","170.0","2019","4","10","10","4"
"UTW3721","VA","Honda","Four Door","Black","W PLUME STREET","METER EXPIRED C","170.0","2019","4","29","16","4"
"VBHOOS","VA","Jeep","Sports Utility Veh","Gray","E MAIN STREET","METER EXPIRED C","170.0","2019","5","1","14","5"
"I1EL1I1","VA","BMW","Four Door","Blue","GRANBY STREET","METER EXPIRED C","170.0","2019","5","1","15","5"
"USN8961","VA","Dodge","Four Door","Gold","MONTICELLO AVENUE","METER EXPIRED C","170.0","2019","5","6","14","5"
"VZF8947","VA","Hyundai","Two Door","Blue","COLLEGE PLACE","METER EXPIRED C","170.0","2019","5","7","10","5"
"USK7187","VA","Volkswagen","Two Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","5","9","10","5"
"UTN4684","VA","Honda","Four Door","Gray","E FREEMASON STREET","METER EXPIRED C","170.0","2019","5","13","11","5"
"CARCAT","VA","Chevrolet","Sports Utility Veh","White","MONTICELLO AVENUE","METER EXPIRED C","170.0","2019","5","13","12","5"
"VVN9842","VA","Honda","Sports Utility Veh","White","E MAIN STREET","METER EXPIRED C","170.0","2019","5","13","13","5"
"XKJ7225","VA","Toyota","Four Door","Green","GRANBY STREET","METER EXPIRED C","170.0","2019","5","14","10","5"
"UXM1381","VA","Honda","Four Door","Gray","E MAIN STREET","METER EXPIRED C","170.0","2019","5","22","16","5"
"UZV6786","VA","Kia","Sports Utility Veh","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","5","24","9","5"
"UTL2923","VA","Acura","Four Door","White","GRANBY STREET","METER EXPIRED C","170.0","2019","5","30","10","5"
"UZD7837","VA","Dodge","Van","Gold","EDUCATION LOT","METER EXPIRED C","170.0","2019","6","3","11","6"
"VMV1258","VA","Cadillac","Four Door","Green","GRANBY STREET","METER EXPIRED C","170.0","2019","6","5","9","6"
"UWX1809","VA","Honda","Sports Utility Veh","Brown","MONTICELLO AVENUE","METER EXPIRED C","170.0","2019","6","10","10","6"
"UUB8114","VA","Dodge","Four Door","Gray","GRANBY STREET","METER EXPIRED C","170.0","2019","6","12","9","6"
"VFP6281","VA","Volkswagen","Four Door","Blue","W BUTE STREET","METER EXPIRED C","170.0","2019","6","12","13","6"
"UPM4110","VA","Mazda","Van","Blue","GRANBY STREET","METER EXPIRED C","170.0","2019","6","12","13","6"
"UTD9434","VA","Nissan","Four Door","Silver","GRANBY STREET","METER EXPIRED C","170.0","2019","6","18","12","6"
"UNEEK23","VA","Toyota","Four Door","Green","E MAIN STREET","METER EXPIRED C","170.0","2019","6","19","10","6"
"UVD9261","VA","Chevrolet","Sports Utility Veh","Gold","W 45TH STREET","METER EXPIRED C","170.0","2019","6","21","15","6"
"URE1072","VA","Volkswagen","Four Door","Blue","GRANBY STREET","METER EXPIRED C","170.0","2019","6","28","16","6"
"VRU3348","VA","Volvo","Sports Utility Veh","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","6","28","17","6"
"UUG7490","VA","Nissan","Four Door","Black","MARKET STREET","METER EXPIRED C","170.0","2019","7","2","9","7"
"USJ4383","VA","Hyundai","Four Door","Silver","GRANBY STREET","METER EXPIRED C","170.0","2019","7","15","13","7"
"JSB4694","VA","Honda","Four Door","Gray","E PLUME STREET","METER EXPIRED C","170.0","2019","7","17","13","7"
"VZD4833","VA","Cadillac","Four Door","White","E MAIN STREET","METER EXPIRED C","170.0","2019","7","22","12","7"
"GLASWAL","VA","Ford","Sports Utility Veh","Black","E MAIN STREET","METER EXPIRED C","170.0","2019","7","22","12","7"
"UUK3755","VA","Mitsubishi","Four Door","White","E MAIN STREET","METER EXPIRED C","170.0","2019","7","30","10","7"
"USK9303","VA","Honda","Van","Gray","E MAIN STREET","METER EXPIRED C","170.0","2019","7","31","11","7"
"UNR4539","VA","Nissan","Four Door","Gold","MONTICELLO AVENUE","METER EXPIRED C","170.0","2019","8","5","15","8"
"1383MS","VA","Dodge","Van","Gray","EDUCATION LOT","METER EXPIRED C","170.0","2019","8","8","14","8"
"UWJ1574","VA","Kia","Four Door","Black","COMMERCIAL PLACE","METER EXPIRED C","170.0","2019","8","9","10","8"
"UUV5904","VA","Chevrolet","Truck","White","E MAIN STREET","METER EXPIRED C","170.0","2019","8","9","10","8"
"VPN9606","VA","Honda","Four Door","Silver","E MAIN STREET","METER EXPIRED C","170.0","2019","8","9","12","8"
"USN8464","VA","Mercedes-Benz","Sports Utility Veh","Black","MONTICELLO AVENUE","METER EXPIRED C","170.0","2019","8","14","13","8"
"UTL4451","VA","Volkswagen","Two Door","Gray","GRANBY STREET","METER EXPIRED C","170.0","2019","8","21","11","8"
"VMH3518","VA","Chrysler"," ","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","8","22","11","8"
"QWEEENV","VA","Mazda","Four Door","Blue","GRANBY STREET","METER EXPIRED C","170.0","2019","8","28","11","8"
"VTB9821","VA","Honda","Four Door","Gray","MONTICELLO AVENUE","METER EXPIRED C","170.0","2019","8","29","12","8"
"UZX4974","VA","Dodge","Truck","White","GRANBY STREET","METER EXPIRED C","170.0","2019","8","29","14","8"
"USN8429","VA","Honda","Two Door","Black","COLLEGE PLACE","METER EXPIRED C","170.0","2019","9","3","17","9"
"2949XA","VA","Mercury","Four Door","White","GRANBY STREET","METER EXPIRED C","170.0","2019","9","5","11","9"
"UYB5424","VA","Hyundai","Four Door","Red","E MAIN STREET","METER EXPIRED C","170.0","2019","9","10","11","9"
"UUF9838","VA","Buick","Four Door","Gold","MARKET STREET","METER EXPIRED C","170.0","2019","9","10","12","9"
"USV2806","VA","Nissan","Four Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","9","10","15","9"
"UVX6638","VA","Chrysler","Van","White","GRANBY STREET","METER EXPIRED C","170.0","2019","9","12","11","9"
"UPT8038","VA","Volkswagen","Four Door","White","E MAIN STREET","METER EXPIRED C","170.0","2019","9","12","16","9"
"UXL4577","VA","Subaru","Four Door","Silver","W MAIN STREET","METER EXPIRED C","170.0","2019","9","13","10","9"
"VPV7272","VA","Ford","Truck","Burgundy","COURT STREET","METER EXPIRED C","170.0","2019","9","13","15","9"
"UUH3449","VA","Nissan","Sports Utility Veh","White","COLLEGE PLACE","METER EXPIRED C","170.0","2019","9","16","12","9"
"URV3742","VA","Nissan","Four Door","Gray","E MAIN STREET","METER EXPIRED C","170.0","2019","9","17","10","9"
"VNZ6672","VA","Honda","Two Door","Blue","W BUTE STREET","METER EXPIRED C","170.0","2019","9","18","10","9"
"UTH4197","VA","Volkswagen","Four Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","9","18","15","9"
"URH1842","VA","Nissan","Four Door","Silver","BANK STREET","METER EXPIRED C","170.0","2019","9","19","12","9"
"UWK5048","VA","Fiat","Four Door","Black","E PLUME STREET","METER EXPIRED C","170.0","2019","9","20","13","9"
"VZH3245","VA","Honda","Four Door","Burgundy","GRANBY STREET","METER EXPIRED C","170.0","2019","9","24","16","9"
"UPH5670","VA","Toyota","Two Door","Gray","W BUTE STREET","METER EXPIRED C","170.0","2019","9","24","17","9"
"USG8171","VA","Land Rover","Sports Utility Veh","Brown","WATERSIDE DRIVE","METER EXPIRED C","170.0","2019","9","26","9","9"
"UYL5094","VA","Nissan","Four Door","Burgundy","E MAIN STREET","METER EXPIRED C","170.0","2019","10","4","10","10"
"URU7728","VA","Mazda","Four Door","Purple","GRANBY STREET","METER EXPIRED C","170.0","2019","10","10","11","10"
"URJ9088","VA","Kia","Four Door","White","GRANBY STREET","METER EXPIRED C","170.0","2019","10","10","12","10"
"USW1640","VA","Audi","Four Door","Black","GRANBY STREET","METER EXPIRED C","170.0","2019","10","10","14","10"
"UYH2446","VA","Lexus","Four Door","Silver","E MAIN STREET","METER EXPIRED C","170.0","2019","10","15","11","10"
"SLUMWIZ","VA","Mercedes-Benz","Four Door","Blue","GRANBY STREET","METER EXPIRED C","170.0","2019","10","21","14","10"
"MERCII","VA","Mercedes-Benz","Four Door","Black","47TH STREET","METER EXPIRED C","170.0","2019","10","21","16","10"
"URL9445","VA","Chevrolet","Four Door","Gray","GRANBY STREET","METER EXPIRED C","170.0","2019","10","22","15","10"
"UVY9944","VA","Chevrolet","Four Door","Black","45TH STREET","METER EXPIRED C","170.0","2019","10","23","14","10"
"ZOIDBG","VA","Nissan","Four Door","Black","MONARCH WAY","METER EXPIRED C","170.0","2019","10","23","14","10"
"UPT6239","VA","Toyota","Sports Utility Veh","Silver","BANK STREET","METER EXPIRED C","170.0","2019","10","25","12","10"
"MRKASR","VA","Nissan","Sports Utility Veh","White","COMMERCIAL PLACE","METER EXPIRED C","170.0","2019","10","29","15","10"
"UMM3453","VA","BMW","Four Door","Black","43RD ST","METER EXPIRED C","170.0","2019","10","30","11","10"
"VVC4434","VA","Chevrolet","Four Door","White","43RD ST","METER EXPIRED C","170.0","2019","10","30","11","10"
"VXH8660","VA","Mercedes-Benz","Four Door","Silver","COMMERCIAL PLACE","METER EXPIRED C","170.0","2019","11","4","15","11"
"USH2879","VA","Chevrolet","Sports Utility Veh","Gold","RANDOLPH STREET","METER EXPIRED C","170.0","2019","11","6","14","11"
"UTW4934","VA","Audi","Four Door","Gray","E PLUME STREET","METER EXPIRED C","170.0","2019","11","6","14","11"
"UXF7239","VA","Mazda","Four Door","Black","W PLUME STREET","METER EXPIRED C","170.0","2019","11","7","16","11"
"UPM4426","VA","Mercedes-Benz","Station Wagon","Burgundy","E MAIN STREET","METER EXPIRED C","170.0","2019","11","19","14","11"
"VMG8859","VA","Honda","Two Door","Black","W FREEMASON STREET","METER EXPIRED C","170.0","2019","11","20","12","11"
"ZX8057","VA","Toyota","Four Door","Blue","BROOKE AVENUE","METER EXPIRED C","170.0","2019","11","20","14","11"
"UNW9729","VA","Honda","Four Door","White","E MAIN STREET","METER EXPIRED C","170.0","2019","11","22","10","11"
"USD3328","VA","Honda","Four Door","Gray","47TH STREET","METER EXPIRED C","170.0","2019","11","26","13","11"
"USM4235","VA","Honda","Sports Utility Veh","Silver","GRANBY STREET","METER EXPIRED C","170.0","2019","12","9","11","12"
"VMB1028","VA","Honda","Four Door","Silver","W BUTE STREET","METER EXPIRED C","170.0","2019","12","9","14","12"
"UNP5021","VA","Honda","Van","Gold","GRANBY STREET","METER EXPIRED C","170.0","2019","12","12","14","12"
"VUG2772","VA","Cadillac","Sports Utility Veh","Gray","GRANBY STREET","METER EXPIRED C","170.0","2019","12","16","12","12"
"URE1439","VA","Chevrolet","Four Door","Red","GRANBY STREET","METER EXPIRED C","170.0","2019","12","16","14","12"
"19316HP","VA","Mercury","Sports Utility Veh","Blue","35TH STREET","STREET CLEANING C","170.0","2020","1","8","9","1"
"UKU2121","VA","Hyundai","Four Door","White","NEWPORT AVENUE","STREET CLEANING C","170.0","2020","1","8","9","1"
"UPW2662","VA","Ford","Four Door","Gray","VIRGINIA AVENUE","STREET CLEANING C","170.0","2020","1","8","10","1"
"URX5937","VA","Honda","Sports Utility Veh","Gray","PENNSYLVANIA AVENUE","STREET CLEANING C","170.0","2020","1","8","10","1"
"ULL2086","VA","Nissan","Four Door","White","36TH STREET","STREET CLEANING C","170.0","2020","1","8","11","1"
"UWJ3506","VA","Nissan","Four Door","White","GATLING AVENUE","STREET CLEANING C","170.0","2020","2","5","9","2"
"UYY7853","VA","Nissan","Four Door","Silver","W 31ST STREET","STREET CLEANING C","170.0","2020","2","11","10","2"
"UWS8116","VA","Toyota","Four Door","Burgundy","ORAPAX STREET","TIME ZONE C","170.0","2019","2","5","12","2"
"UXA7890","VA","Nissan","Four Door","White","E MAIN STREET","NO PARKING C","169.0","2019","3","14","13","3"
"UXK4690","VA","Ford","Truck","Black","BLUESTONE AVENUE","NO PARKING ","168.85","2020","9","3","13","9"
"VLT3775","VA","Ford","Sports Utility Veh","Gray","WOODIS AVENUE","NO PARKING C","167.0","2019","8","21","9","8"
"VMJ2471","VA","BMW","Four Door","Blue","E FREEMASON STREET","NO PARKING C","166.61","2018","10","20","12","10"
"VXA3011","VA","Dodge","Truck","Burgundy","W TAZEWELL STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","7","7","10","7"
"ULW6733","VA","BMW","Four Door","Blue","MADISON AVENUE","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","7","22","15","7"
"G81213","VA","Jeep","Sports Utility Veh","Gray","W 41ST STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","8","10","10","8"
"L14897","VA","Kia","Van","Blue","W 42ND STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","9","8","12","9"
"VHC5394","VA","Oldsmobile","Four Door","White","W 42ND STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","9","9","15","9"
"YYU7226","VA","Mitsubishi","Four Door","Gold","KILLAM AVENUE","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","9","10","10","9"
"UJK4570","VA","Dodge","Four Door","White","W 42ND STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","9","14","12","9"
"L23435","VA","Mercedes-Benz","Four Door","Gray","W 40TH STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","9","29","9","9"
"URH1735","VA","Toyota","Four Door","Burgundy","E 26TH STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","10","9","8","10"
"XGB9417","VA","Toyota","Four Door","Gold","W 40TH STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","10","16","12","10"
"UJZ7410","VA","Nissan","Four Door","White","MADISON AVENUE","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","10","22","10","10"
"UTT4559","VA","Ford","Four Door","Blue","W 41ST STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","11","17","9","11"
"FJT3505","NC","Hyundai","Four Door","Black","W 49TH ST","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","11","30","11","11"
"S49685","VA","Lexus","Four Door"," ","PINE STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","12","17","8","12"
"URH1681","VA","Nissan","Four Door","Burgundy","W 39TH STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","12","17","9","12"
"XKM1374","VA","Toyota","Four Door","Green","MYRTLE AVENUE","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2020","12","22","21","12"
"VBP1195","VA","Toyota","Four Door","Silver","43RD STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","1","11","10","1"
"UEK3182","VA","Ford","Four Door","Black","CLIFTON STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","2","22","7","2"
"UJH2049","VA","Volkswagen","Four Door","Gray","GRANBY STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","2","23","11","2"
"UFG3663","VA","Hyundai","Four Door","Black","43RD STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","2","25","10","2"
"UFU1957","VA","Chevrolet","Four Door","Silver","46TH STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","3","1","10","3"
"UPB4767","VA","BMW","Four Door","Gray","W OLNEY ROAD","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","3","8","10","3"
"VSE9244","VA","Hyundai"," ","Red","E OCEAN VIEW AVENUE","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","3","11","11","3"
"UUB7985","VA","Chevrolet","Sports Utility Veh","White","LASALLE AVENUE","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","3","23","9","3"
"UJN1038","VA","Acura","Four Door","White","W 41ST STREET","BLOCKING DRIVEWAY/SIDEWALK ","165.0","2021","3","26","9","3"
